,FinInstrmGnlAttrbts.Id,FinInstrmGnlAttrbts.FullNm,FinInstrmGnlAttrbts.ClssfctnTp,FinInstrmGnlAttrbts.CmmdtyDerivInd,FinInstrmGnlAttrbts.NtnlCcy,Issr
0,DE000C7A2EW5,LOL5 SI 20221230 PS AM C 345.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
1,DE000C7A2EX3,LOL5 SI 20221230 PS AM P 345.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
2,DE000C7A2EY1,LOL5 SI 20221230 PS AM C 350.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
3,DE000C7A2EZ8,LOL5 SI 20221230 PS AM P 350.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
4,DE000C7A2L07,ADS5 SI 20221230 PS AM P 110.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
5,DE000C7A2L15,ADS5 SI 20221230 PS AM C 112.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
6,DE000C7A2L23,ADS5 SI 20221230 PS AM P 112.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
7,DE000C7A2L31,ADS5 SI 20221230 PS AM C 114.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
8,DE000C7A2L49,ADS5 SI 20221230 PS AM P 114.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
9,DE000C7A2L56,ADS5 SI 20221230 PS AM C 116.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
10,DE000C7A2L64,ADS5 SI 20221230 PS AM P 116.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
11,DE000C7A2L72,ADS5 SI 20221230 PS AM C 118.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
12,DE000C7A2L80,ADS5 SI 20221230 PS AM P 118.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
13,DE000C7A2L98,ADS5 SI 20221230 PS AM C 120.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
14,DE000C7A2LK5,ADS5 SI 20221230 PS AM C 98.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
15,DE000C7A2LL3,ADS5 SI 20221230 PS AM P 98.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
16,DE000C7A2LM1,ADS5 SI 20221230 PS AM C 99.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
17,DE000C7A2LN9,ADS5 SI 20221230 PS AM P 99.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
18,DE000C7A2LP4,ADS5 SI 20221230 PS AM C 100.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
19,DE000C7A2LQ2,ADS5 SI 20221230 PS AM P 100.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
20,DE000C7A2LR0,ADS5 SI 20221230 PS AM C 102.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
21,DE000C7A2LS8,ADS5 SI 20221230 PS AM P 102.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
22,DE000C7A2LT6,ADS5 SI 20221230 PS AM C 104.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
23,DE000C7A2LU4,ADS5 SI 20221230 PS AM P 104.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
24,DE000C7A2LV2,ADS5 SI 20221230 PS AM C 106.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
25,DE000C7A2LW0,ADS5 SI 20221230 PS AM P 106.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
26,DE000C7A2LX8,ADS5 SI 20221230 PS AM C 108.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
27,DE000C7A2LY6,ADS5 SI 20221230 PS AM P 108.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
28,DE000C7A2LZ3,ADS5 SI 20221230 PS AM C 110.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
29,DE000C7A2MA4,ADS5 SI 20221230 PS AM P 120.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
30,DE000C7A2MB2,ADS5 SI 20221230 PS AM C 122.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
31,DE000C7A2MC0,ADS5 SI 20221230 PS AM P 122.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
32,DE000C7A2MD8,ADS5 SI 20221230 PS AM C 124.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
33,DE000C7A2ME6,ADS5 SI 20221230 PS AM P 124.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
34,DE000C7A2MF3,ADS5 SI 20221230 PS AM C 126.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
35,DE000C7A2MG1,ADS5 SI 20221230 PS AM P 126.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
36,DE000C7A2MH9,ADS5 SI 20221230 PS AM C 128.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
37,DE000C7A2MJ5,ADS5 SI 20221230 PS AM P 128.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
38,DE000C7A2MK3,ADS5 SI 20221230 PS AM C 130.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
39,DE000C7A2ML1,ADS5 SI 20221230 PS AM P 130.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
40,DE000C7A2MM9,ADS5 SI 20221230 PS AM C 132.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
41,DE000C7A2MN7,ADS5 SI 20221230 PS AM P 132.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
42,DE000C7A2MP2,ADS5 SI 20221230 PS AM C 134.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
43,DE000C7A2MQ0,ADS5 SI 20221230 PS AM P 134.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
44,DE000C7A2MR8,ADS5 SI 20221230 PS AM C 136.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
45,DE000C7A2MS6,ADS5 SI 20221230 PS AM P 136.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
46,DE000C7A2MT4,ADS5 SI 20221230 PS AM C 138.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
47,DE000C7A2MU2,ADS5 SI 20221230 PS AM P 138.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
48,DE000C7A2MV0,ADS5 SI 20221230 PS AM C 140.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
49,DE000C7A2MW8,ADS5 SI 20221230 PS AM P 140.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
50,DE000C7A2MX6,ADS5 SI 20221230 PS AM C 0.01 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
51,DE000C7A2S00,ZUW5 SI 20221230 PS AM C 335.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
52,DE000C7A2S18,ZUW5 SI 20221230 PS AM P 335.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
53,DE000C7A2S26,ZUW5 SI 20221230 PS AM C 340.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
54,DE000C7A2S34,ZUW5 SI 20221230 PS AM P 340.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
55,DE000C7A2S42,ZUW5 SI 20221230 PS AM C 345.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
56,DE000C7A2S59,ZUW5 SI 20221230 PS AM P 345.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
57,DE000C7A2S67,ZUW5 SI 20221230 PS AM C 350.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
58,DE000C7A2S75,ZUW5 SI 20221230 PS AM P 350.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
59,DE000C7A2S83,ZUW5 SI 20221230 PS AM C 355.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
60,DE000C7A2S91,ZUW5 SI 20221230 PS AM P 355.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
61,DE000C7A2T09,ZUW5 SI 20221230 PS AM C 440.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
62,DE000C7A2T17,ZUW5 SI 20221230 PS AM P 440.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
63,DE000C7A2T25,ZUW5 SI 20221230 PS AM C 450.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
64,DE000C7A2T33,ZUW5 SI 20221230 PS AM P 450.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
65,DE000C7A2T41,ZUW5 SI 20221230 PS AM C 0.01 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
66,DE000C7A2TA9,ZUW5 SI 20221230 PS AM C 360.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
67,DE000C7A2TB7,ZUW5 SI 20221230 PS AM P 360.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
68,DE000C7A2TC5,ZUW5 SI 20221230 PS AM C 365.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
69,DE000C7A2TD3,ZUW5 SI 20221230 PS AM P 365.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
70,DE000C7A2TE1,ZUW5 SI 20221230 PS AM C 370.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
71,DE000C7A2TF8,ZUW5 SI 20221230 PS AM P 370.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
72,DE000C7A2TG6,ZUW5 SI 20221230 PS AM C 375.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
73,DE000C7A2TH4,ZUW5 SI 20221230 PS AM P 375.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
74,DE000C7A2TJ0,ZUW5 SI 20221230 PS AM C 380.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
75,DE000C7A2TK8,ZUW5 SI 20221230 PS AM P 380.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
76,DE000C7A2TL6,ZUW5 SI 20221230 PS AM C 385.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
77,DE000C7A2TM4,ZUW5 SI 20221230 PS AM P 385.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
78,DE000C7A2TN2,ZUW5 SI 20221230 PS AM C 390.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
79,DE000C7A2TP7,ZUW5 SI 20221230 PS AM P 390.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
80,DE000C7A2TQ5,ZUW5 SI 20221230 PS AM C 395.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
81,DE000C7A2TR3,ZUW5 SI 20221230 PS AM P 395.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
82,DE000C7A2TS1,ZUW5 SI 20221230 PS AM C 400.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
83,DE000C7A2TT9,ZUW5 SI 20221230 PS AM P 400.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
84,DE000C7A2TU7,ZUW5 SI 20221230 PS AM C 410.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
85,DE000C7A2TV5,ZUW5 SI 20221230 PS AM P 410.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
86,DE000C7A2TW3,ZUW5 SI 20221230 PS AM C 420.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
87,DE000C7A2TX1,ZUW5 SI 20221230 PS AM P 420.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
88,DE000C7A2TY9,ZUW5 SI 20221230 PS AM C 430.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
89,DE000C7A2TZ6,ZUW5 SI 20221230 PS AM P 430.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
90,DE000C7A2U06,AIR5 SI 20221230 PS AM P 102.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
91,DE000C7A2U14,AIR5 SI 20221230 PS AM C 104.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
92,DE000C7A2U22,AIR5 SI 20221230 PS AM P 104.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
93,DE000C7A2U30,AIR5 SI 20221230 PS AM C 106.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
94,DE000C7A2U48,AIR5 SI 20221230 PS AM P 106.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
95,DE000C7A2U55,AIR5 SI 20221230 PS AM C 108.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
96,DE000C7A2U63,AIR5 SI 20221230 PS AM P 108.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
97,DE000C7A2U71,AIR5 SI 20221230 PS AM C 110.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
98,DE000C7A2U89,AIR5 SI 20221230 PS AM P 110.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
99,DE000C7A2U97,AIR5 SI 20221230 PS AM C 112.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
100,DE000C7A2UP5,AIR5 SI 20221230 PS AM C 96.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
101,DE000C7A2UQ3,AIR5 SI 20221230 PS AM P 96.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
102,DE000C7A2UR1,AIR5 SI 20221230 PS AM C 97.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
103,DE000C7A2US9,AIR5 SI 20221230 PS AM P 97.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
104,DE000C7A2UT7,AIR5 SI 20221230 PS AM C 98.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
105,DE000C7A2UU5,AIR5 SI 20221230 PS AM P 98.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
106,DE000C7A2UV3,AIR5 SI 20221230 PS AM C 99.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
107,DE000C7A2UW1,AIR5 SI 20221230 PS AM P 99.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
108,DE000C7A2UX9,AIR5 SI 20221230 PS AM C 100.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
109,DE000C7A2UY7,AIR5 SI 20221230 PS AM P 100.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
110,DE000C7A2UZ4,AIR5 SI 20221230 PS AM C 102.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
111,DE000C7A2V05,AIW5 SI 20221230 PS AM C 37.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
112,DE000C7A2AC5,LIW5 SI 20221230 PS AM P 305.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
113,DE000C7A2AD3,LIW5 SI 20221230 PS AM C 310.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
114,DE000C7A2AE1,LIW5 SI 20221230 PS AM P 310.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
115,DE000C7A2AF8,LIW5 SI 20221230 PS AM C 315.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
116,DE000C7A2AG6,LIW5 SI 20221230 PS AM P 315.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
117,DE000C7A2AH4,LIW5 SI 20221230 PS AM C 0.01 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
118,DE000C7A2B09,ABA5 SI 20221230 PS AM C 22.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
119,DE000C7A2B17,ABA5 SI 20221230 PS AM P 22.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
120,DE000C7A2B25,ABA5 SI 20221230 PS AM C 23.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
121,DE000C7A2B33,ABA5 SI 20221230 PS AM P 23.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
122,DE000C7A2B41,ABA5 SI 20221230 PS AM C 23.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
123,DE000C7A2B58,ABA5 SI 20221230 PS AM P 23.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
124,DE000C7A2B66,ABA5 SI 20221230 PS AM C 24.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
125,DE000C7A2B74,ABA5 SI 20221230 PS AM P 24.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
126,DE000C7A2B82,ABA5 SI 20221230 PS AM C 24.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
127,DE000C7A2B90,ABA5 SI 20221230 PS AM P 24.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
128,DE000C7A2BN0,ABA5 SI 20221230 PS AM C 19.80 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
129,DE000C7A2BP5,ABA5 SI 20221230 PS AM P 19.80 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
130,DE000C7A2BQ3,ABA5 SI 20221230 PS AM C 20.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
131,DE000C7A2BR1,ABA5 SI 20221230 PS AM P 20.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
132,DE000C7A2BS9,ABA5 SI 20221230 PS AM C 20.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
133,DE000C7A2BT7,ABA5 SI 20221230 PS AM P 20.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
134,DE000C7A2BU5,ABA5 SI 20221230 PS AM C 21.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
135,DE000C7A2BV3,ABA5 SI 20221230 PS AM P 21.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
136,DE000C7A2BW1,ABA5 SI 20221230 PS AM C 21.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
137,DE000C7A2BX9,ABA5 SI 20221230 PS AM P 21.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
138,DE000C7A2BY7,ABA5 SI 20221230 PS AM C 22.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
139,DE000C7A2BZ4,ABA5 SI 20221230 PS AM P 22.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
140,DE000C7A2C08,LOG5 SI 20221230 PS AM P 40.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
141,DE000C7A2C16,LOG5 SI 20221230 PS AM C 41.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
142,DE000C7A2C24,LOG5 SI 20221230 PS AM P 41.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
143,DE000C7A2C32,LOG5 SI 20221230 PS AM C 41.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
144,DE000C7A2C40,LOG5 SI 20221230 PS AM P 41.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
145,DE000C7A2C57,LOG5 SI 20221230 PS AM C 42.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
146,DE000C7A2C65,LOG5 SI 20221230 PS AM P 42.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
147,DE000C7A2C73,LOG5 SI 20221230 PS AM C 42.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
148,DE000C7A2C81,LOG5 SI 20221230 PS AM P 42.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
149,DE000C7A2C99,LOG5 SI 20221230 PS AM C 43.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
150,DE000C7A2CA5,ABA5 SI 20221230 PS AM C 25.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
151,DE000C7A2CB3,ABA5 SI 20221230 PS AM P 25.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
152,DE000C7A2CC1,ABA5 SI 20221230 PS AM C 25.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
153,DE000C7A2CD9,ABA5 SI 20221230 PS AM P 25.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
154,DE000C7A2CE7,ABA5 SI 20221230 PS AM C 26.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
155,DE000C7A2CF4,ABA5 SI 20221230 PS AM P 26.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
156,DE000C7A2CG2,ABA5 SI 20221230 PS AM C 26.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
157,DE000C7A2CH0,ABA5 SI 20221230 PS AM P 26.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
158,DE000C7A2CJ6,ABA5 SI 20221230 PS AM C 27.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
159,DE000C7A2CK4,ABA5 SI 20221230 PS AM P 27.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
160,DE000C7A2CL2,ABA5 SI 20221230 PS AM C 27.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
161,DE000C7A2CM0,ABA5 SI 20221230 PS AM P 27.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
162,DE000C7A2CN8,ABA5 SI 20221230 PS AM C 28.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
163,DE000C7A2CP3,ABA5 SI 20221230 PS AM P 28.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
164,DE000C7A2CQ1,ABA5 SI 20221230 PS AM C 28.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
165,DE000C7A2CR9,ABA5 SI 20221230 PS AM P 28.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
166,DE000C7A2CS7,ABA5 SI 20221230 PS AM C 0.01 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
167,DE000C7A2CT5,LOG5 SI 20221230 PS AM C 39.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
168,DE000C7A2CU3,LOG5 SI 20221230 PS AM P 39.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
169,DE000C7A2CV1,LOG5 SI 20221230 PS AM C 39.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
170,DE000C7A2CW9,LOG5 SI 20221230 PS AM P 39.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
171,DE000C7A2CX7,LOG5 SI 20221230 PS AM C 40.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
172,DE000C7A2CY5,LOG5 SI 20221230 PS AM P 40.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
173,DE000C7A2CZ2,LOG5 SI 20221230 PS AM C 40.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
174,DE000C7A2D07,LOL5 SI 20221230 PS AM C 270.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
175,DE000C7A2D15,LOL5 SI 20221230 PS AM P 270.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
176,DE000C7A2D23,LOL5 SI 20221230 PS AM C 275.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
177,DE000C7A2D31,LOL5 SI 20221230 PS AM P 275.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
178,DE000C7A2D49,LOL5 SI 20221230 PS AM C 280.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
179,DE000C7A2D56,LOL5 SI 20221230 PS AM P 280.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
180,DE000C7A2D64,LOL5 SI 20221230 PS AM C 285.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
181,DE000C7A2D72,LOL5 SI 20221230 PS AM P 285.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
182,DE000C7A2D80,LOL5 SI 20221230 PS AM C 290.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
183,DE000C7A2D98,LOL5 SI 20221230 PS AM P 290.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
184,DE000C7A2DA3,LOG5 SI 20221230 PS AM P 43.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
185,DE000C7A2DB1,LOG5 SI 20221230 PS AM C 43.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
186,DE000C7A2DC9,LOG5 SI 20221230 PS AM P 43.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
187,DE000C7A2DD7,LOG5 SI 20221230 PS AM C 44.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
188,DE000C7A2DE5,LOG5 SI 20221230 PS AM P 44.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
189,DE000C7A2DF2,LOG5 SI 20221230 PS AM C 44.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
190,DE000C7A2DG0,LOG5 SI 20221230 PS AM P 44.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
191,DE000C7A2DH8,LOG5 SI 20221230 PS AM C 45.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
192,DE000C7A2DJ4,LOG5 SI 20221230 PS AM P 45.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
193,DE000C7A2DK2,LOG5 SI 20221230 PS AM C 45.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
194,DE000C7A2DL0,LOG5 SI 20221230 PS AM P 45.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
195,DE000C7A2DM8,LOG5 SI 20221230 PS AM C 46.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
196,DE000C7A2DN6,LOG5 SI 20221230 PS AM P 46.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
197,DE000C7A2DP1,LOG5 SI 20221230 PS AM C 46.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
198,DE000C7A2DQ9,LOG5 SI 20221230 PS AM P 46.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
199,DE000C7A2DR7,LOG5 SI 20221230 PS AM C 47.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
200,DE000C7A2DS5,LOG5 SI 20221230 PS AM P 47.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
201,DE000C7A2DT3,LOG5 SI 20221230 PS AM C 47.50 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
202,DE000C7A2DU1,LOG5 SI 20221230 PS AM P 47.50 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
203,DE000C7A2DV9,LOG5 SI 20221230 PS AM C 48.00 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
204,DE000C7A2DW7,LOG5 SI 20221230 PS AM P 48.00 0,OPASPS,false,CHF,529900UT4DG0LG5R9O07
205,DE000C7A2DX5,LOG5 SI 20221230 PS AM C 0.01 0,OCASPS,false,CHF,529900UT4DG0LG5R9O07
206,DE000C7A2DY3,LOL5 SI 20221230 PS AM C 265.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
207,DE000C7A2DZ0,LOL5 SI 20221230 PS AM P 265.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
208,DE000C7A2E06,LOL5 SI 20221230 PS AM C 355.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
209,DE000C7A2E14,LOL5 SI 20221230 PS AM P 355.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
210,DE000C7A2E22,LOL5 SI 20221230 PS AM C 0.01 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
211,DE000C7A2EA1,LOL5 SI 20221230 PS AM C 295.00 0,OCASPS,false,EUR,529900UT4DG0LG5R9O07
212,DE000C7A2EB9,LOL5 SI 20221230 PS AM P 295.00 0,OPASPS,false,EUR,529900UT4DG0LG5R9O07
