,FinInstrmGnlAttrbts.Id,FinInstrmGnlAttrbts.FullNm,FinInstrmGnlAttrbts.ClssfctnTp,FinInstrmGnlAttrbts.CmmdtyDerivInd,FinInstrmGnlAttrbts.NtnlCcy,Issr
7466,EZM540SHWGH0,Foreign_Exchange Swap CAD USD 20221230,SFCXXP,false,CAD,O2RNE8IBXP4R0TD8PU41
7467,EZM5NG2CSTP9,Equity Swap Price_Return_Basic_Performance_Single_Name US5949181045 USD 20221230,SESTXC,false,USD,8IBZUGJ7JPLH368JE346
7468,EZM5S8WTCKR5,Foreign_Exchange Swap DKK USD 20221230,SFCXXP,false,DKK,O2RNE8IBXP4R0TD8PU41
7469,EZM5T7H05B43,Foreign_Exchange Swap EUR SEK 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7470,EZM5XFLHK1P7,Foreign_Exchange Swap CAD USD 20221230,SFCXXP,false,CAD,O2RNE8IBXP4R0TD8PU41
7471,EZM61VHZNTK7,Foreign_Exchange Swap EUR GBP 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7472,EZM6253R5HR3,Foreign_Exchange Swap ILS USD 20221230,SFCXXP,false,ILS,O2RNE8IBXP4R0TD8PU41
7473,EZM627R9FX13,Foreign_Exchange Swap CHF USD 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7474,EZM633D1Z674,Foreign_Exchange Swap CAD EUR 20221230,SFCXXP,false,EUR,1VUV7VQFKUOQSJ21A208
7475,EZM633D1Z674,Foreign_Exchange Swap CAD EUR 20221230,SFCXXP,false,EUR,1VUV7VQFKUOQSJ21A208
7476,EZM63YYLXSV0,Foreign_Exchange Swap CZK EUR 20221230,SFCXXP,false,CZK,O2RNE8IBXP4R0TD8PU41
7477,EZM68G8Q2GN0,Equity Swap Portfolio_Swap_Single_Name FR0000121014 EUR 20221230,SESTXC,false,EUR,549300ZK53CNGEEI6A29
7478,EZM68K80WHP2,Equity Swap Price_Return_Basic_Performance_Single_Name DE0008404005 EUR 20221230,SESTXC,false,EUR,8IBZUGJ7JPLH368JE346
7479,EZM6GJ0PRYZ1,Equity Swap Portfolio_Swap_Single_Name DE000PAH0038 EUR 20221230,SESTXC,false,EUR,549300ZK53CNGEEI6A29
7480,EZM6QHS8QZ62,Rates Forward FRA_Index 390 DAYS EUR-EURIBOR-Reuters 1 YEAR 20221230,JRIXFP,false,EUR,5RJTDGZG4559ESIYLD31
7481,EZM6WCPPGHS7,Foreign_Exchange Swap JPY USD 20221230,SFCXXP,false,JPY,O2RNE8IBXP4R0TD8PU41
7482,EZM6WYSX3RZ9,Foreign_Exchange Swap THB USD 20221230,SFCXXP,false,THB,O2RNE8IBXP4R0TD8PU41
7483,EZM6X9HS1JJ3,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7484,EZM6Y052Q4Z8,Foreign_Exchange Swap EUR RON 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7485,EZM73XS3N4M6,Foreign_Exchange Swap GBP USD 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7486,EZM76NQDZPC9,Equity Swap Price_Return_Basic_Performance_Single_Name MXP370841019 USD 20221230,SESTXC,false,USD,7LTWFZYICNSX8D621K86
7487,EZM775ZLT8D1,Foreign_Exchange Swap DKK USD 20221230,SFCXXP,false,DKK,O2RNE8IBXP4R0TD8PU41
7488,EZM7DWTFLYC5,Foreign_Exchange Swap DKK USD 20221230,SFCXXP,false,DKK,O2RNE8IBXP4R0TD8PU41
7489,EZM7GVS147Y5,Foreign_Exchange Swap RUB USD 20221230,SFCXXP,false,RUB,O2RNE8IBXP4R0TD8PU41
7490,EZM7SVYZKWG0,Foreign_Exchange Swap JPY USD 20221230,SFCXXP,false,JPY,O2RNE8IBXP4R0TD8PU41
7491,EZM7VZRQJV72,Foreign_Exchange Swap CZK USD 20221230,SFCXXP,false,CZK,O2RNE8IBXP4R0TD8PU41
7492,EZM7ZYWCTNG2,Rates Swap Inflation_Fixed_Float_Zero_Coupon 1 YEAR EUR-EXT-CPI 3 MNTH 20221230,SRGCSP,false,EUR,5RJTDGZG4559ESIYLD31
7493,EZM88656WQ05,Foreign_Exchange Swap CHF USD 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7494,EZM899407V38,Foreign_Exchange Swap CHF GBP 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7495,EZM8T12NBVG4,Foreign_Exchange Swap JPY USD 20221230,SFCXXP,false,JPY,O2RNE8IBXP4R0TD8PU41
7496,EZM8VLZ40QW1,Foreign_Exchange Swap EUR USD 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7497,EZM8VLZ40QW1,Foreign_Exchange Swap EUR USD 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7498,EZM8VLZ40QW1,Foreign_Exchange Swap EUR USD 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7499,EZM95SZ9MBB9,Foreign_Exchange Swap AUD EUR 20221230,SFCXXP,false,AUD,O2RNE8IBXP4R0TD8PU41
7500,EZM961GK0S51,Rates Forward FRA_Index 15 MNTH EUR-EURIBOR-Reuters 6 MNTH 20221230,JRIXFP,false,EUR,5RJTDGZG4559ESIYLD31
7501,EZM981WBYF89,Foreign_Exchange Swap EUR GBP 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7502,EZM99QF368N5,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7503,EZM99QF368N5,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7504,EZM9F6PKNQ67,Foreign_Exchange Swap EUR NOK 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7505,EZM9G40PKCQ5,Foreign_Exchange Swap EUR NOK 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7506,EZM9GR8GYDM8,Foreign_Exchange Swap EUR SEK 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7507,EZM9MY31Z7B0,Foreign_Exchange Swap MXN USD 20221230,SFCXXP,false,MXN,O2RNE8IBXP4R0TD8PU41
7508,EZM9T0N2JPW6,Foreign_Exchange Forward NDF INR USD 20221230,JFTXFC,false,INR,635400MQZIPRVPDDZK76
7509,EZM9TK7DCLV9,Foreign_Exchange Swap JPY USD 20221230,SFCXXP,false,JPY,O2RNE8IBXP4R0TD8PU41
7510,EZMB3DB2Q933,Foreign_Exchange Swap NOK USD 20221230,SFCXXP,false,NOK,O2RNE8IBXP4R0TD8PU41
7511,EZMB4DCQMKH5,Foreign_Exchange Swap AUD EUR 20221230,SFCXXP,false,AUD,O2RNE8IBXP4R0TD8PU41
7512,EZMB4DCQMKH5,Foreign_Exchange Swap AUD EUR 20221230,SFCXXP,false,AUD,O2RNE8IBXP4R0TD8PU41
7513,EZMB76T4GWH5,Foreign_Exchange Swap CZK USD 20221230,SFCXXP,false,CZK,O2RNE8IBXP4R0TD8PU41
7514,EZMB8R8CT2S2,Foreign_Exchange Swap GBP USD 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7515,EZMB8R8CT2S2,Foreign_Exchange Swap GBP USD 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7516,EZMBBLTPG5S6,Foreign_Exchange Swap PLN USD 20221230,SFCXXP,false,PLN,O2RNE8IBXP4R0TD8PU41
7517,EZMBBW95S8W3,Equity Swap Price_Return_Basic_Performance_Single_Name FR0000121329 EUR 20221230,SESTXC,false,EUR,8IBZUGJ7JPLH368JE346
7518,EZMBHJMZBRG8,Foreign_Exchange Swap EUR JPY 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7519,EZMBR0DK5F77,Foreign_Exchange Swap NOK USD 20221230,SFCXXP,false,NOK,O2RNE8IBXP4R0TD8PU41
7520,EZMBR9SWTB48,Equity Swap Portfolio_Swap_Single_Name US00724F1012 USD 20221230,SESTXC,false,USD,549300ZK53CNGEEI6A29
7521,EZMC4F534S48,Foreign_Exchange Swap MXN USD 20221230,SFCXXP,false,MXN,O2RNE8IBXP4R0TD8PU41
7522,EZMC4YGG2GJ8,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7523,EZMC57QL5TG4,Foreign_Exchange Swap CAD EUR 20221230,SFCXXP,false,CAD,O2RNE8IBXP4R0TD8PU41
7524,EZMC57QL5TG4,Foreign_Exchange Swap CAD EUR 20221230,SFCXXP,false,CAD,O2RNE8IBXP4R0TD8PU41
7525,EZMCD479MP14,Foreign_Exchange Swap GBP USD 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7526,EZMCD479MP14,Foreign_Exchange Swap GBP USD 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7527,EZMCF2ZGBM04,Foreign_Exchange Swap CZK USD 20221230,SFCXXP,false,CZK,O2RNE8IBXP4R0TD8PU41
7528,EZMCLT830CZ6,Foreign_Exchange Swap DKK EUR 20221230,SFCXXP,false,DKK,O2RNE8IBXP4R0TD8PU41
7529,EZMCYRGSDHM6,Foreign_Exchange Swap NOK USD 20221230,SFCXXP,false,NOK,O2RNE8IBXP4R0TD8PU41
7530,EZMD5G597352,Rates Swap Cross_Currency_Basis 6 MNTH USDZAR USD-LIBOR-BBA 3 MNTH ZAR-JIBAR-SAFEX 3 MNTH 20221230,SRACCP,false,USD,5RJTDGZG4559ESIYLD31
7531,EZMD71JWB5Z9,Foreign_Exchange Swap HKD JPY 20221230,SFCXXP,false,HKD,O2RNE8IBXP4R0TD8PU41
7532,EZMDBDYKK439,Foreign_Exchange Swap NZD USD 20221230,SFCXXP,false,NZD,O2RNE8IBXP4R0TD8PU41
7533,EZMDC7KPZVY8,Foreign_Exchange Swap GBP SGD 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7534,EZMDW4TQFRW4,Foreign_Exchange Swap EUR GBP 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7535,EZMF106YDF18,Foreign_Exchange Swap USD ZAR 20221230,SFCXXP,false,USD,O2RNE8IBXP4R0TD8PU41
7536,EZMFLTMR8HG8,Foreign_Exchange Swap MXN USD 20221230,SFCXXP,false,MXN,O2RNE8IBXP4R0TD8PU41
7537,EZMG238G5Z54,Rates Swap Fixed_Float_OIS 13 MNTH EUR-EuroSTR-OIS Compound 1 YEAR 20221230,SRHCSP,false,EUR,5RJTDGZG4559ESIYLD31
7538,EZMG3PGSNRV7,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7539,EZMG3PGSNRV7,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7540,EZMG9HNYTJD7,Foreign_Exchange Swap EUR NOK 20221230,SFCXXP,false,EUR,F3JS33DEI6XQ4ZBPTN86
7541,EZMG9HNYTJD7,Foreign_Exchange Swap EUR NOK 20221230,SFCXXP,false,EUR,F3JS33DEI6XQ4ZBPTN86
7542,EZMGF0PMYCJ7,Foreign_Exchange Swap EUR USD 20221230,SFCXXP,false,EUR,1VUV7VQFKUOQSJ21A208
7543,EZMGGQKHMV47,Foreign_Exchange Swap EUR HKD 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7544,EZMGP3SB84J6,Foreign_Exchange Swap NOK USD 20221230,SFCXXP,false,NOK,O2RNE8IBXP4R0TD8PU41
7545,EZMH1Y2S2882,Foreign_Exchange Swap CHF EUR 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7546,EZMH1Y2S2882,Foreign_Exchange Swap CHF EUR 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7547,EZMH2JQZ9Q30,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7548,EZMH2JQZ9Q30,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7549,EZMH2TXTNVC5,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7550,EZMH7L3ZY2C6,Rates Option Swaption Put EZ7N6CZMJ393 ZAR 20221230,HRCDVC,false,ZAR,5RJTDGZG4559ESIYLD31
7551,EZMHB2B6Y6G5,Equity Swap Price_Return_Basic_Performance_Single_Name CH0024608827 CHF 20221230,SESTXC,false,CHF,8IBZUGJ7JPLH368JE346
7552,EZMHBTHW5B42,Foreign_Exchange Swap NOK USD 20221230,SFCXXP,false,NOK,O2RNE8IBXP4R0TD8PU41
7553,EZMHD1XNKNL0,Foreign_Exchange Swap CHF ZAR 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7554,EZMHGG2WZ6T2,Equity Swap Price_Return_Basic_Performance_Single_Name GB00B1KJJ408 GBP 20221230,SESTXC,false,GBP,8IBZUGJ7JPLH368JE346
7555,EZMHJ2985C08,Foreign_Exchange Swap EUR SEK 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7556,EZMHLQ88PY74,Foreign_Exchange Swap USD ZAR 20221230,SFCXXP,false,USD,O2RNE8IBXP4R0TD8PU41
7557,EZMHRSFD1JZ7,Foreign_Exchange Swap CHF USD 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7558,EZMHYBQPR3C4,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7559,EZMHZ00F4Z95,Foreign_Exchange Swap AUD SGD 20221230,SFCXXP,false,AUD,O2RNE8IBXP4R0TD8PU41
7560,EZMHZ67Y1D60,Foreign_Exchange Swap JPY USD 20221230,SFCXXP,false,JPY,O2RNE8IBXP4R0TD8PU41
7561,EZMJ1MLYKZB4,Foreign_Exchange Swap GBP USD 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7562,EZMJ97DZSHD4,Equity Option Single_Index US78378X1072 USD 20221230,HEIAVC,false,USD,O2RNE8IBXP4R0TD8PU41
7563,EZMJC5VNJ362,Foreign_Exchange Swap GBP USD 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7564,EZMJC5VNJ362,Foreign_Exchange Swap GBP USD 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7565,EZMJC5VNJ362,Foreign_Exchange Swap GBP USD 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7566,EZMJCGRLWFC7,EUR SWAP VS ESTR 1Y,SRHCSP,false,EUR,254900QBKK4WBSO3GE51
7567,EZMJJS3NKR49,Foreign_Exchange Swap ILS USD 20221230,SFCXXP,false,ILS,O2RNE8IBXP4R0TD8PU41
7568,EZMJQNQXL109,Foreign_Exchange Swap CZK USD 20221230,SFCXXP,false,CZK,O2RNE8IBXP4R0TD8PU41
7569,EZMJVY1CGF88,Rates Option Swaption Call EZ40HW0D5202 ZAR 20221230,HRCAVC,false,ZAR,5RJTDGZG4559ESIYLD31
7570,EZMK0WRP81S7,Foreign_Exchange Swap CZK EUR 20221230,SFCXXP,false,CZK,O2RNE8IBXP4R0TD8PU41
7571,EZMK0YZC1RM9,Equity Swap Price_Return_Basic_Performance_Single_Name FR0000051732 EUR 20221230,SESTXC,false,EUR,8IBZUGJ7JPLH368JE346
7572,EZMK4B8RPXQ1,Equity Swap Price_Return_Basic_Performance_Single_Name DE0005200000 EUR 20221230,SESTXC,false,EUR,8IBZUGJ7JPLH368JE346
7573,EZMK4GQNGB09,Foreign_Exchange Swap EUR NOK 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7574,EZMK4GQNGB09,Foreign_Exchange Swap EUR NOK 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7575,EZMK5LX73YB2,Foreign_Exchange Swap PLN USD 20221230,SFCXXP,false,PLN,O2RNE8IBXP4R0TD8PU41
7576,EZMK8RDMNM30,Foreign_Exchange Swap AUD USD 20221230,SFCXXP,false,AUD,O2RNE8IBXP4R0TD8PU41
7577,EZMKCLGBPCH9,Foreign_Exchange Swap GBP JPY 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7578,EZMKDS65LFD3,Foreign_Exchange Swap USD ZAR 20221230,SFCXXP,false,USD,O2RNE8IBXP4R0TD8PU41
7579,EZMKHBJXNK67,Foreign_Exchange Swap EUR GBP 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7580,EZMKK69M6974,Equity Swap Price_Return_Basic_Performance_Single_Name JP3788600009 JPY 20221230,SESTXC,false,JPY,7LTWFZYICNSX8D621K86
7581,EZMKKTGCDBW0,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7582,EZMKKTGCDBW0,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7583,EZMKM4ZG7QK8,Rates Option Swaption Call EZD01J379XT4 ZAR 20221230,HRCAVC,false,ZAR,5RJTDGZG4559ESIYLD31
7584,EZMKW7QDPGV6,Foreign_Exchange Swap CAD CHF 20221230,SFCXXP,false,CAD,O2RNE8IBXP4R0TD8PU41
7585,EZMKXG4R5GS7,Foreign_Exchange Swap CHF HUF 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7586,EZMKXQKLH615,Foreign_Exchange Swap NOK USD 20221230,SFCXXP,false,NOK,O2RNE8IBXP4R0TD8PU41
7587,EZML1YKM4L85,Foreign_Exchange Swap EUR GBP 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7588,EZML36BHBTM2,Rates Swap Fixed_Float 1 YEAR AED-EBOR-Reuters 3 MNTH 20221230,SRCCSP,false,AED,5RJTDGZG4559ESIYLD31
7589,EZML5R756K63,Foreign_Exchange Swap MXN USD 20221230,SFCXXP,false,USD,1VUV7VQFKUOQSJ21A208
7590,EZML7WNWK4P2,Foreign_Exchange Swap EUR HUF 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7591,EZMLCTKFGYY1,Foreign_Exchange Swap EUR USD 20221230,SFCXXP,false,EUR,1VUV7VQFKUOQSJ21A208
7592,EZMLD10V9215,Foreign_Exchange Swap AUD CAD 20221230,SFCXXP,false,AUD,O2RNE8IBXP4R0TD8PU41
7593,EZMLJK7ZWN28,Rates Option Call Cap 3 YEAR SAR-SRIOR-SUAA 3 MNTH 20221230,HRMAMC,false,SAR,5RJTDGZG4559ESIYLD31
7594,EZMLKKNVN8X7,Foreign_Exchange Swap AUD USD 20221230,SFCXXP,false,AUD,O2RNE8IBXP4R0TD8PU41
7595,EZMLQ3WSTM34,Equity Swap Price_Return_Basic_Performance_Single_Name GB00BDR05C01 GBP 20221230,SESTXC,false,GBP,8IBZUGJ7JPLH368JE346
7596,EZMLTCY3ZLH5,Foreign_Exchange Swap GBP JPY 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7597,EZMLZ7X69RC0,Foreign_Exchange Swap EUR USD 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7598,EZMM1C1ZW494,Foreign_Exchange Swap ILS USD 20221230,SFCXXP,false,ILS,O2RNE8IBXP4R0TD8PU41
7599,EZMM5KV6X5D0,Foreign_Exchange Swap HKD USD 20221230,SFCXXP,false,HKD,O2RNE8IBXP4R0TD8PU41
7600,EZMM899N4FN4,Foreign_Exchange Swap CZK EUR 20221230,SFCXXP,false,CZK,O2RNE8IBXP4R0TD8PU41
7601,EZMM9LQK0ZG9,Foreign_Exchange Swap MXN USD 20221230,SFCXXP,false,MXN,O2RNE8IBXP4R0TD8PU41
7602,EZMMCKT18H01,Foreign_Exchange Swap AUD GBP 20221230,SFCXXP,false,AUD,O2RNE8IBXP4R0TD8PU41
7603,EZMMD3NKVQG6,Foreign_Exchange Swap DKK USD 20221230,SFCXXP,false,DKK,O2RNE8IBXP4R0TD8PU41
7604,EZMMD3W40F69,Foreign_Exchange Swap HKD USD 20221230,SFCXXP,false,HKD,O2RNE8IBXP4R0TD8PU41
7605,EZMMF6G9SC10,Foreign_Exchange Swap CHF GBP 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7606,EZMMQ275MD49,Foreign_Exchange Swap CHF USD 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7607,EZMMQ3FYB9B5,Foreign_Exchange Swap EUR SGD 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7608,EZMMS1S0QTJ7,Foreign_Exchange Swap SEK USD 20221230,SFCXXP,false,SEK,O2RNE8IBXP4R0TD8PU41
7609,EZMMYM3KHC08,Equity Swap Portfolio_Swap_Single_Name FR0000120073 EUR 20221230,SESTXC,false,EUR,549300ZK53CNGEEI6A29
7610,EZMN1C1ZQY76,Equity Swap Portfolio_Swap_Single_Name US5951121038 USD 20221230,SESTXC,false,USD,549300ZK53CNGEEI6A29
7611,EZMN2M55MGF2,Foreign_Exchange Swap SGD USD 20221230,SFCXXP,false,SGD,O2RNE8IBXP4R0TD8PU41
7612,EZMN4RHQH800,Rates Swap Fixed_Float_OIS 9 MNTH USD-Federal Funds-H.15-OIS-COMPOUND 3 MNTH 20221230,SRHCSP,false,USD,5RJTDGZG4559ESIYLD31
7613,EZMN56N0FHB5,Foreign_Exchange Swap EUR PLN 20221230,SFCXXP,false,EUR,5493006QMFDDMYWIAM13
7614,EZMN56N0FHB5,Foreign_Exchange Swap EUR PLN 20221230,SFCXXP,false,EUR,5493006QMFDDMYWIAM13
7615,EZMN75FP3370,Foreign_Exchange Swap EUR RON 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7616,EZMNB7BX5273,Foreign_Exchange Swap AUD JPY 20221230,SFCXXP,false,AUD,O2RNE8IBXP4R0TD8PU41
7617,EZMNCWBCWQX2,Foreign_Exchange Swap MXN USD 20221230,SFCXXP,false,MXN,O2RNE8IBXP4R0TD8PU41
7618,EZMNMVHT53S5,Foreign_Exchange Swap EUR USD 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7619,EZMNV0N754M7,Foreign_Exchange Swap EUR SEK 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7620,EZMNV4LDQNS2,Foreign_Exchange Swap CAD EUR 20221230,SFCXXP,false,CAD,O2RNE8IBXP4R0TD8PU41
7621,EZMP86HK0LJ8,Foreign_Exchange Swap ILS USD 20221230,SFCXXP,false,ILS,O2RNE8IBXP4R0TD8PU41
7622,EZMPFLBL2368,Equity Swap Price_Return_Basic_Performance_Single_Name CH0244767585 CHF 20221230,SESTXC,false,CHF,8IBZUGJ7JPLH368JE346
7623,EZMPGNTPPW12,Equity Swap Portfolio_Swap_Single_Name PLOPTTC00011 PLN 20221230,SESTXC,false,PLN,549300ZK53CNGEEI6A29
7624,EZMPYYDRF2R4,Equity Swap Price_Return_Basic_Performance_Single_Name US5801351017 USD 20221230,SESTXC,false,USD,8IBZUGJ7JPLH368JE346
7625,EZMPZN973YT6,Rates Forward FRA_Index 1 YEAR EUR-EURIBOR 6 MNTH 20221230,JRIXFP,false,EUR,5RJTDGZG4559ESIYLD31
7626,EZMQ0Q50WY56,Foreign_Exchange Swap CZK USD 20221230,SFCXXP,false,CZK,O2RNE8IBXP4R0TD8PU41
7627,EZMQ80C06471,Foreign_Exchange Swap HUF USD 20221230,SFCXXP,false,HUF,O2RNE8IBXP4R0TD8PU41
7628,EZMQCK4YCGP8,Foreign_Exchange Swap AUD NZD 20221230,SFCXXP,false,AUD,O2RNE8IBXP4R0TD8PU41
7629,EZMQD18V7JV5,Foreign_Exchange Swap HKD USD 20221230,SFCXXP,false,HKD,O2RNE8IBXP4R0TD8PU41
7630,EZMQD18V7JV5,Foreign_Exchange Swap HKD USD 20221230,SFCXXP,false,HKD,O2RNE8IBXP4R0TD8PU41
7631,EZMQMRNJ7QQ7,Foreign_Exchange Swap EUR SEK 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7632,EZMQQ01RTNW6,Foreign_Exchange Swap CHF TRY 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7633,EZMQRG7GFFL1,Equity Swap Portfolio_Swap_Single_Name US46138B1035 USD 20221230,SESTXC,false,USD,549300ZK53CNGEEI6A29
7634,EZMR31R95ZX9,Foreign_Exchange Swap CHF USD 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7635,EZMR6F5PJ932,Equity Swap Price_Return_Basic_Performance_Single_Name US78463M1071 USD 20221230,SESTXC,false,USD,8IBZUGJ7JPLH368JE346
7636,EZMR7RBYCPG8,Foreign_Exchange Swap EUR USD 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7637,EZMR8B1SMGY1,Foreign_Exchange Swap AED USD 20221230,SFCXXP,false,USD,1VUV7VQFKUOQSJ21A208
7638,EZMR9DJ0LG49,Foreign_Exchange Swap AUD USD 20221230,SFCXXP,false,AUD,O2RNE8IBXP4R0TD8PU41
7639,EZMRG90W1JM3,Rates Swap Fixed_Float 6 MNTH EUR-EURIBOR 1 MNTH 20221230,SRCCSP,false,EUR,969500V058ZSY03FNX80
7640,EZMRMSK92434,Foreign_Exchange Swap DKK EUR 20221230,SFCXXP,false,DKK,O2RNE8IBXP4R0TD8PU41
7641,EZMRRMZ55HT4,Foreign_Exchange Swap JPY USD 20221230,SFCXXP,false,JPY,O2RNE8IBXP4R0TD8PU41
7642,EZMRVCR88VM1,Rates Swap Fixed_Float_OIS 18 MNTH EUR-EONIA-OIS-COMPOUND 1 YEAR 20221230,SRHCSP,false,EUR,5RJTDGZG4559ESIYLD31
7643,EZMS9P6WMQH7,Foreign_Exchange Swap MXN USD 20221230,SFCXXP,false,MXN,O2RNE8IBXP4R0TD8PU41
7644,EZMSC67F4J25,Equity Swap Price_Return_Basic_Performance_Single_Name DK0060477503 DKK 20221230,SESTXC,false,DKK,7LTWFZYICNSX8D621K86
7645,EZMSLBLS86P8,Equity Swap Price_Return_Basic_Performance_Single_Name JP3502200003 JPY 20221230,SESTXC,false,JPY,7LTWFZYICNSX8D621K86
7646,EZMSVVLDGS43,Foreign_Exchange Swap HKD USD 20221230,SFCXXP,false,HKD,O2RNE8IBXP4R0TD8PU41
7647,EZMSW90H9KC3,Foreign_Exchange Swap USD ZAR 20221230,SFCXXP,false,USD,O2RNE8IBXP4R0TD8PU41
7648,EZMSXSCJFT25,Foreign_Exchange Swap PLN USD 20221230,SFCXXP,false,PLN,O2RNE8IBXP4R0TD8PU41
7649,EZMSYF8BK1S3,Foreign_Exchange Swap GBP JPY 20221230,SFCXXP,false,GBP,O2RNE8IBXP4R0TD8PU41
7650,EZMT01VKF884,Foreign_Exchange Swap EUR GBP 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7651,EZMT01VKF884,Foreign_Exchange Swap EUR GBP 20221230,SFCXXP,false,EUR,O2RNE8IBXP4R0TD8PU41
7652,EZMT05260S77,Foreign_Exchange Swap CHF USD 20221230,SFCXXP,false,CHF,O2RNE8IBXP4R0TD8PU41
7653,EZMT4RJBSD79,Equity Swap Portfolio_Swap_Single_Name US74340W1036 USD 20221230,SESTXC,false,USD,549300ZK53CNGEEI6A29
